track_uid,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg,dataset,scenario,video_day,video_name,especie_gt,rel_error_perc
Dataset_2_2025_08_21_13-23-54_0_compressed-r450-524_3,20.0,28.70862320476344,29.1,0.3913767952365603,2.104247948418255,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r450-524,red,1.3449374406754648
Dataset_2_2025_08_21_13-23-54_0_compressed-r602-end_1,28.0,28.600973821607596,29.1,0.4990261783924055,-3.69702666111283,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r602-end,red,1.7148665924137645
Dataset_2_2025_08_21_13-23-54_0_compressed-r602-end_2,25.0,25.88780182099245,26.6,0.7121981790075509,13.423062580265563,Dataset_2,multiple_fish,2025_08_21,13-23-54_0_compressed-r602-end,black,2.6774367631862814
Dataset_2_2025_08_21_13-33-04_0_1,21.0,28.303970280517582,29.1,0.7960297194824193,-3.1160972713958817,Dataset_2,single_fish,2025_08_21,13-33-04_0,red,2.735497317809001
Dataset_2_2025_08_21_13-33-04_0_3,71.0,29.47220345283958,29.1,0.3722034528395781,1.4925821121497733,Dataset_2,single_fish,2025_08_21,13-33-04_0,red,1.2790496661153887
Dataset_2_2025_08_21_13-33-43_1_1,107.0,29.71227716833918,29.1,0.6122771683391797,5.844288160448404,Dataset_2,single_fish,2025_08_21,13-33-43_1,red,2.1040452520246724
Dataset_2_2025_08_21_13-34-25_0_compressed_1,41.0,28.674844438110426,29.1,0.42515556188957504,-20.527932180890026,Dataset_2,single_fish,2025_08_21,13-34-25_0_compressed,red,1.4610156765964777
Dataset_2_2025_08_21_13-35-56_0_compressed_1,13.0,30.54040355509771,29.1,1.44040355509771,-14.650624446778524,Dataset_2,single_fish,2025_08_21,13-35-56_0_compressed,red,4.949840395524776
Dataset_2_2025_08_21_13-36-41_1_compressed_1,102.0,31.204269279025194,29.1,2.1042692790251927,13.392334771925261,Dataset_2,single_fish,2025_08_21,13-36-41_1_compressed,red,7.231165907303068
Dataset_2_2025_08_21_13-37-28_0_compressed_1,92.0,28.36657668468982,29.1,0.7334233153101799,5.6326747368933034,Dataset_2,single_fish,2025_08_21,13-37-28_0_compressed,red,2.5203550354301716
Dataset_2_2025_08_21_13-37-28_0_compressed_3,72.0,30.497422395837948,29.1,1.3974223958379461,-13.64882702479047,Dataset_2,single_fish,2025_08_21,13-37-28_0_compressed,red,4.80213881731253
Dataset_2_2025_08_21_13-38-13_1_compressed_1,93.0,29.998858209069695,29.1,0.8988582090696937,3.273811807279781,Dataset_2,single_fish,2025_08_21,13-38-13_1_compressed,red,3.0888598249817654
Dataset_2_2025_08_21_13-38-54_0_compressed_1,104.0,29.867585809295825,29.1,0.7675858092958237,-3.7380165685353037,Dataset_2,single_fish,2025_08_21,13-38-54_0_compressed,red,2.6377519219787753
Dataset_2_2025_08_21_13-40-21_0_compressed_1,11.0,21.248788133637532,29.1,7.851211866362469,-19.625151649471498,Dataset_2,single_fish,2025_08_21,13-40-21_0_compressed,red,26.980109506400236
Dataset_2_2025_08_21_13-43-24_0_compressed_1,12.0,30.69194816233058,29.1,1.5919481623305778,-23.580819911858455,Dataset_2,single_fish,2025_08_21,13-43-24_0_compressed,red,5.470612241685834
Dataset_2_2025_08_21_13-52-34_0_compressed_1,46.0,31.11872228509535,29.1,2.0187222850953503,-10.358975417771623,Dataset_2,single_fish,2025_08_21,13-52-34_0_compressed,red,6.937189983145534
Dataset_2_2025_08_21_13-52-34_0_compressed_2,230.0,29.83322412490612,29.1,0.7332241249061191,-24.52732693200073,Dataset_2,single_fish,2025_08_21,13-52-34_0_compressed,red,2.519670532323433
Dataset_2_2025_08_21_13-54-05_0_compressed_1,529.0,28.61277801762206,29.1,0.48722198237794245,-25.783269766765077,Dataset_2,single_fish,2025_08_21,13-54-05_0_compressed,red,1.6743023449413827
Dataset_2_2025_08_21_13-55-37_0_compressed_1,179.0,28.55718781401679,29.1,0.5428121859832125,-25.565623321976112,Dataset_2,single_fish,2025_08_21,13-55-37_0_compressed,red,1.8653339724509017
Dataset_2_2025_08_21_13-57-08_0_compressed_1,227.0,28.394916541418546,29.1,0.7050834585814556,-25.750360910698717,Dataset_2,single_fish,2025_08_21,13-57-08_0_compressed,red,2.422967211620122
Dataset_2_2025_08_21_13-58-40_0_compressed_1,99.0,31.15098524818433,29.1,2.050985248184329,-8.131899321807914,Dataset_2,single_fish,2025_08_21,13-58-40_0_compressed,red,7.048059272111096
